Cow_ID;Trt_details;Trt;Trt_order;Week;Block;Size;Duration_per_day;Sum_Steps;Experiment
5862;Stall;No_Exercise;S;7;3_S2019;2.6;1;442;S2019
5862;Stall;No_Exercise;S;7;3_S2019;2.6;1;310;S2019
5862;Stall;No_Exercise;S;7;3_S2019;2.6;1;306;S2019
5862;Stall;No_Exercise;S;7;3_S2019;2.6;1;432;S2019
5862;Stall;No_Exercise;S;8;3_S2019;2.6;1;389;S2019
5862;Stall;No_Exercise;S;8;3_S2019;2.6;1;290;S2019
5862;Stall;No_Exercise;S;8;3_S2019;2.6;1;335;S2019
5862;Stall;No_Exercise;S;8;3_S2019;2.6;1;439;S2019
5862;Stall;No_Exercise;S;8;3_S2019;2.6;1;416;S2019
5871;Stall;No_Exercise;S;1;4_S2019;2.6;1;557;S2019
5871;Stall;No_Exercise;S;1;4_S2019;2.6;1;592;S2019
5871;Stall;No_Exercise;S;1;4_S2019;2.6;1;630;S2019
5871;Stall;No_Exercise;S;1;4_S2019;2.6;1;763;S2019
5871;Stall;No_Exercise;S;2;4_S2019;2.6;1;590;S2019
5871;Stall;No_Exercise;S;2;4_S2019;2.6;1;666;S2019
5871;Stall;No_Exercise;S;2;4_S2019;2.6;1;546;S2019
5871;Stall;No_Exercise;S;2;4_S2019;2.6;1;489;S2019
5871;Stall;No_Exercise;S;3;4_S2019;2.6;1;401;S2019
5871;Stall;No_Exercise;S;3;4_S2019;2.6;1;545;S2019
5871;Stall;No_Exercise;S;3;4_S2019;2.6;1;550;S2019
5871;Stall;No_Exercise;S;3;4_S2019;2.6;1;658;S2019
5871;Stall;No_Exercise;S;4;4_S2019;2.6;1;582;S2019
5871;Stall;No_Exercise;S;4;4_S2019;2.6;1;762;S2019
5871;Stall;No_Exercise;S;4;4_S2019;2.6;1;849;S2019
5871;Stall;No_Exercise;S;4;4_S2019;2.6;1;965;S2019
5871;Stall;No_Exercise;S;4;4_S2019;2.6;1;709;S2019
5871;Stall;No_Exercise;S;5;4_S2019;2.6;1;916;S2019
5871;Stall;No_Exercise;S;5;4_S2019;2.6;1;1180;S2019
5871;Stall;No_Exercise;S;5;4_S2019;2.6;1;1091;S2019
5871;Stall;No_Exercise;S;5;4_S2019;2.6;1;803;S2019
5871;Stall;No_Exercise;S;5;4_S2019;2.6;1;648;S2019
5871;Stall;No_Exercise;S;6;4_S2019;2.6;1;413;S2019
5871;Stall;No_Exercise;S;6;4_S2019;2.6;1;343;S2019
5871;Stall;No_Exercise;S;6;4_S2019;2.6;1;572;S2019
5871;Stall;No_Exercise;S;6;4_S2019;2.6;1;481;S2019
5871;Stall;No_Exercise;S;7;4_S2019;2.6;1;376;S2019
5871;Stall;No_Exercise;S;7;4_S2019;2.6;1;332;S2019
5871;Stall;No_Exercise;S;7;4_S2019;2.6;1;353;S2019
5871;Stall;No_Exercise;S;7;4_S2019;2.6;1;380;S2019
5871;Stall;No_Exercise;S;7;4_S2019;2.6;1;657;S2019
5871;Stall;No_Exercise;S;8;4_S2019;2.6;1;810;S2019
5871;Stall;No_Exercise;S;8;4_S2019;2.6;1;614;S2019
5871;Stall;No_Exercise;S;8;4_S2019;2.6;1;434;S2019
5871;Stall;No_Exercise;S;8;4_S2019;2.6;1;457;S2019
5871;Stall;No_Exercise;S;8;4_S2019;2.6;1;261;S2019
8515;Stall;No_Exercise;S;1;2_S2019;2.6;1;939;S2019
8515;Stall;No_Exercise;S;2;2_S2019;2.6;1;709;S2019
8515;Stall;No_Exercise;S;2;2_S2019;2.6;1;845;S2019
8515;Stall;No_Exercise;S;2;2_S2019;2.6;1;854;S2019
8515;Stall;No_Exercise;S;2;2_S2019;2.6;1;690;S2019
8515;Stall;No_Exercise;S;3;2_S2019;2.6;1;764;S2019
8515;Stall;No_Exercise;S;3;2_S2019;2.6;1;822;S2019
8515;Stall;No_Exercise;S;3;2_S2019;2.6;1;667;S2019
8515;Stall;No_Exercise;S;3;2_S2019;2.6;1;734;S2019
8515;Stall;No_Exercise;S;4;2_S2019;2.6;1;640;S2019
8515;Stall;No_Exercise;S;4;2_S2019;2.6;1;726;S2019
8515;Stall;No_Exercise;S;4;2_S2019;2.6;1;880;S2019
8515;Stall;No_Exercise;S;4;2_S2019;2.6;1;546;S2019
8515;Stall;No_Exercise;S;5;2_S2019;2.6;1;448;S2019
8515;Stall;No_Exercise;S;5;2_S2019;2.6;1;349;S2019
8515;Stall;No_Exercise;S;5;2_S2019;2.6;1;415;S2019
8515;Stall;No_Exercise;S;5;2_S2019;2.6;1;554;S2019
8515;Stall;No_Exercise;S;5;2_S2019;2.6;1;691;S2019
8515;Stall;No_Exercise;S;6;2_S2019;2.6;1;836;S2019
8515;Stall;No_Exercise;S;6;2_S2019;2.6;1;897;S2019
8515;Stall;No_Exercise;S;6;2_S2019;2.6;1;475;S2019
8515;Stall;No_Exercise;S;7;2_S2019;2.6;1;513;S2019
8515;Stall;No_Exercise;S;7;2_S2019;2.6;1;607;S2019
8515;Stall;No_Exercise;S;7;2_S2019;2.6;1;475;S2019
8515;Stall;No_Exercise;S;7;2_S2019;2.6;1;567;S2019
8515;Stall;No_Exercise;S;7;2_S2019;2.6;1;726;S2019
8515;Stall;No_Exercise;S;8;2_S2019;2.6;1;669;S2019
8515;Stall;No_Exercise;S;8;2_S2019;2.6;1;699;S2019
8515;Stall;No_Exercise;S;8;2_S2019;2.6;1;689;S2019
8515;Stall;No_Exercise;S;8;2_S2019;2.6;1;520;S2019
8515;Stall;No_Exercise;S;8;2_S2019;2.6;1;456;S2019
8525;Stall;No_Exercise;S;1;1_S2019;2.6;1;610;S2019
8525;Stall;No_Exercise;S;2;1_S2019;2.6;1;478;S2019
8525;Stall;No_Exercise;S;2;1_S2019;2.6;1;647;S2019
8525;Stall;No_Exercise;S;2;1_S2019;2.6;1;923;S2019
8525;Stall;No_Exercise;S;2;1_S2019;2.6;1;1094;S2019
8525;Stall;No_Exercise;S;3;1_S2019;2.6;1;735;S2019
8525;Stall;No_Exercise;S;3;1_S2019;2.6;1;901;S2019
8525;Stall;No_Exercise;S;3;1_S2019;2.6;1;913;S2019
8525;Stall;No_Exercise;S;3;1_S2019;2.6;1;707;S2019
8525;Stall;No_Exercise;S;3;1_S2019;2.6;1;747;S2019
8525;Stall;No_Exercise;S;4;1_S2019;2.6;1;492;S2019
8525;Stall;No_Exercise;S;4;1_S2019;2.6;1;486;S2019
8525;Stall;No_Exercise;S;4;1_S2019;2.6;1;525;S2019
8525;Stall;No_Exercise;S;4;1_S2019;2.6;1;686;S2019
8525;Stall;No_Exercise;S;4;1_S2019;2.6;1;1045;S2019
8525;Stall;No_Exercise;S;5;1_S2019;2.6;1;594;S2019
8525;Stall;No_Exercise;S;5;1_S2019;2.6;1;688;S2019
8525;Stall;No_Exercise;S;5;1_S2019;2.6;1;631;S2019
8525;Stall;No_Exercise;S;5;1_S2019;2.6;1;603;S2019
8525;Stall;No_Exercise;S;5;1_S2019;2.6;1;501;S2019
8525;Stall;No_Exercise;S;6;1_S2019;2.6;1;409;S2019
8525;Stall;No_Exercise;S;6;1_S2019;2.6;1;715;S2019
8525;Stall;No_Exercise;S;6;1_S2019;2.6;1;674;S2019
8525;Stall;No_Exercise;S;6;1_S2019;2.6;1;416;S2019
8525;Stall;No_Exercise;S;8;1_S2019;2.6;1;564;S2019
8525;Stall;No_Exercise;S;8;1_S2019;2.6;1;513;S2019
8525;Stall;No_Exercise;S;8;1_S2019;2.6;1;439;S2019
